title;authors;status;type;created;keywords;link
Сети электронных вычислительных машин и телекоммуникации;Губин В.А.;Авторская редакция;УМК;07.08.2007;"вычислительные сети;";https://study.urfu.ru/Aid/ViewMeta/6071
Теория вероятностей, математическая статистика и случайные процессы;Доросинский Л.Г.;Авторская редакция;УМК;07.08.2007;"математическая статистика;";https://study.urfu.ru/Aid/ViewMeta/6072
Введение в SAP R3;Клебанов Б.И.;Авторская редакция;УМК;07.08.2007;"элементы теории проетирования ИС;практика проектирования ИС";https://study.urfu.ru/Aid/ViewMeta/6073
Проектирование АСОИУ;Клебанов Б.И.;Авторская редакция;УМК;07.08.2007;"автоматизированные ИС;";https://study.urfu.ru/Aid/ViewMeta/6074
Методы и средства защиты компьютерной информации;Круглов В.Н.;Авторская редакция;УМК;07.08.2007;"информационная безопасность в вычислительных системах;";https://study.urfu.ru/Aid/ViewMeta/6075
Цифровая обработка изображений;Круглов В.Н.;Авторская редакция;УМК;07.08.2007;"цифровая обработка изображений;";https://study.urfu.ru/Aid/ViewMeta/6076
Теоретические основы автоматизированного управления;Москалев И.М.;Авторская редакция;УМК;07.08.2007;"синтез АСОИУ;";https://study.urfu.ru/Aid/ViewMeta/6077
Компьютерная графика;Папуловская Н.В.;Авторская редакция;УМК;07.08.2007;"графические системы;";https://study.urfu.ru/Aid/ViewMeta/6078
Промышленные СУБД;Парфенов Ю.П.;Авторская редакция;УМК;07.08.2007;"база данных;";https://study.urfu.ru/Aid/ViewMeta/6079
Теория принятия решений;Черногородова Г.М.;ЭОР УрФУ;УМК;07.08.2007;"принципы принятия решений;";https://study.urfu.ru/Aid/ViewMeta/6080
Методы оптимизации и нелинейное программирование;Черногородова Г.М.;ЭОР УрФУ;УМК;07.08.2007;"численные методы нелинейной оптимизации;";https://study.urfu.ru/Aid/ViewMeta/6081
Информационные технологии;Черногородова Г.М.;ЭОР УрФУ;УМК;07.08.2007;"компьютерные технологии;";https://study.urfu.ru/Aid/ViewMeta/6082
Дозиметрия излучений;Бастриков В.В.;ЭОР УрФУ;УМК;08.08.2007;"дозиметрия;излучение;радиация";https://study.urfu.ru/Aid/ViewMeta/6083
Надежность, эргономика и качество АСОИУ;Шегал А.А.;Авторская редакция;УМК;08.08.2007;"аппаратная надежность;";https://study.urfu.ru/Aid/ViewMeta/6084
Управление персоналом;"Маркелов В.Н.;Феофанов С.В.";Авторская редакция;УМК;09.08.2007;;https://study.urfu.ru/Aid/ViewMeta/6085
Трудовое право;Леонова Л.Б.;Авторская редакция;УМК;10.08.2007;;https://study.urfu.ru/Aid/ViewMeta/6086
Правоведение;Леонова Л.Б.;Авторская редакция;УМК;10.08.2007;;https://study.urfu.ru/Aid/ViewMeta/6087
Логика;Плескунов М.А.;Авторская редакция;УМК;14.08.2007;"логика;понятие;суждение;умозаключение;силлогизм;доказательство;опровержение;гипотеза;законы логики";https://study.urfu.ru/Aid/ViewMeta/6096
Логика и теория аргументации;Плескунов М.А.;Авторская редакция;УМК;14.08.2007;"логика;аргументация;доказательство;опровержение;спор;дискуссия;полемика";https://study.urfu.ru/Aid/ViewMeta/6097
Электротехника;Проскуряков В.С.;ЭОР УрФУ;УМК;14.08.2007;Электротехника 230201;https://study.urfu.ru/Aid/ViewMeta/6098
Электротехника;Соболев С.В.;ЭОР УрФУ;УМК;14.08.2007;Электротехника 200503;https://study.urfu.ru/Aid/ViewMeta/6099
Электротехника;Соболев С.В.;ЭОР УрФУ;УМК;14.08.2007;Электротехника 150701;https://study.urfu.ru/Aid/ViewMeta/6100
Электротехника;Проскуряков В.С.;ЭОР УрФУ;УМК;14.08.2007;Электротехника 150601;https://study.urfu.ru/Aid/ViewMeta/6101
Электротехника;Проскуряков В.С.;ЭОР УрФУ;УМК;14.08.2007;Электротехника 150600;https://study.urfu.ru/Aid/ViewMeta/6102
Электротехника;Соболев С.В.;ЭОР УрФУ;УМК;14.08.2007;Электротехника 150501;https://study.urfu.ru/Aid/ViewMeta/6103
Электротехника;Соболев С.В.;ЭОР УрФУ;УМК;14.08.2007;Электротехника 150109;https://study.urfu.ru/Aid/ViewMeta/6104
Электротехника;Проскуряков В.С.;ЭОР УрФУ;УМК;14.08.2007;Электротехника 150108;https://study.urfu.ru/Aid/ViewMeta/6105
Электротехника;Проскуряков В.С.;ЭОР УрФУ;УМК;14.08.2007;Электротехника 150107;https://study.urfu.ru/Aid/ViewMeta/6106
Электротехника;Соболев С.В.;ЭОР УрФУ;УМК;14.08.2007;Электротехника 150106;https://study.urfu.ru/Aid/ViewMeta/6107
Электротехника;Соболев С.В.;ЭОР УрФУ;УМК;14.08.2007;Электротехника 150105;https://study.urfu.ru/Aid/ViewMeta/6108
Электротехника;Проскуряков В.С.;ЭОР УрФУ;УМК;14.08.2007;Электротехника 150104;https://study.urfu.ru/Aid/ViewMeta/6109
Электротехника;Проскуряков В.С.;ЭОР УрФУ;УМК;14.08.2007;Электротехника 150103;https://study.urfu.ru/Aid/ViewMeta/6110
Электротехника;Соболев С.В.;ЭОР УрФУ;УМК;14.08.2007;Электротехника 150102;https://study.urfu.ru/Aid/ViewMeta/6111
Электротехника;Соболев С.В.;ЭОР УрФУ;УМК;14.08.2007;Электротехника 150101;https://study.urfu.ru/Aid/ViewMeta/6112
Государственное регулирование экономики;"Солдатов А.Н.;Солдатова Ю.В.";Авторская редакция;УМК;15.08.2007;;https://study.urfu.ru/Aid/ViewMeta/6113
Государственное регулирование экономики;"Солдатов А.Н.;Солдатова Ю.В.";ЭОР УрФУ;УМК;15.08.2007;;https://study.urfu.ru/Aid/ViewMeta/6114
Логистика;Солдатов А.Н.;Авторская редакция;УМК;15.08.2007;;https://study.urfu.ru/Aid/ViewMeta/6115
Начертательная геометрия и инженерная графика;Семенова Н.В.;Авторская редакция;УМК;16.08.2007;;https://study.urfu.ru/Aid/ViewMeta/6116
Электротехника;Проскуряков В.С.;Авторская редакция;УМК;16.08.2007;Электротехника 150100;https://study.urfu.ru/Aid/ViewMeta/6117
Радиоэлектронные системы в информационных измерительных комплексах;Кубланов В.С.;Авторская редакция;УМК;20.08.2007;;https://study.urfu.ru/Aid/ViewMeta/6118
Цифровая обработка сигналов;Гадзиковский В.И.;Авторская редакция;УМК;20.08.2007;;https://study.urfu.ru/Aid/ViewMeta/6119
